sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:route,ADD_INFO:dose,ADD_INFO:drug,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
292,leflunomide,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
293,leflunomide,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
294,leflunomide,-1,,,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
295,leflunomide,-1,,buccal,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
296,leflunomide,-1,,,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
297,leflunomide,-1,,subcutaneous,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
298,leflunomide,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
299,leflunomide,-1,,,200,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
300,leflunomide,-1,,,200,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
301,leflunomide,-1,,,25,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
302,leflunomide,-1,,,25,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
303,leflunomide,-1,,,250,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
304,leflunomide,-1,,,29,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
305,leflunomide,-1,,,30,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
306,leflunomide,-1,,oral,30,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
307,leflunomide,-1,,,30,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
308,leflunomide,-1,,,350,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
309,leflunomide,-1,,,40,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
310,leflunomide,-1,,,40,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
311,leflunomide,-1,,,400,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
312,leflunomide,-1,,,5,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
313,leflunomide,-1,,,5,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
314,leflunomide,-1,,,50,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
315,leflunomide,-1,,,60,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
316,leflunomide,-1,,oral,60,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
317,leflunomide,-1,,,60,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
318,leflunomide,-1,,,7,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
319,leflunomide,-1,,,70,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
320,leflunomide,-1,,,700,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
321,leflunomide,-1,,,8,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
322,leflunomide,-1,,,80,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
323,leflunomide,-1,,,,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
324,leflunomide,-1,,oral,,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
325,leflunomide,-1,,,10,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
326,leflunomide,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
327,leflunomide,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
328,leflunomide,-1,,subcutaneous,200,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
329,leflunomide,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
330,leflunomide,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
331,leflunomide,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
332,leflunomide,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
333,leflunomide,-1,,oral,,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
334,methotrexate,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
335,methotrexate,-1,,subcutaneous,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
336,methotrexate,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
337,methotrexate,-1,,,12.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
338,methotrexate,-1,,,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
339,methotrexate,-1,,subcutaneous,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
340,methotrexate,-1,,,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
341,methotrexate,-1,,oral,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
342,methotrexate,-1,,,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
343,methotrexate,-1,,,2.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
344,methotrexate,-1,,oral,2.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
345,methotrexate,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
346,methotrexate,-1,,,7.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
347,methotrexate,-1,,,0,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
348,methotrexate,-1,,,0,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
349,methotrexate,-1,,,0,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
350,methotrexate,-1,,subcutaneous,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
351,methotrexate,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
352,methotrexate,-1,,buccal,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
353,methotrexate,-1,,intramuscular,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
354,methotrexate,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
355,methotrexate,-1,,subcutaneous,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
356,methotrexate,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
357,methotrexate,-1,,,12,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
358,methotrexate,-1,,,12,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
359,methotrexate,-1,,subcutaneous,12.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
360,methotrexate,-1,,oral,12.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
361,methotrexate,-1,,,12.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
362,methotrexate,-1,,,125,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
363,methotrexate,-1,,,13,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
364,methotrexate,-1,,,14,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
365,methotrexate,-1,,,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
366,methotrexate,-1,,buccal,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
367,methotrexate,-1,,intramuscular,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
368,methotrexate,-1,,subcutaneous,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
369,methotrexate,-1,,subcutaneous,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
370,methotrexate,-1,,,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
371,methotrexate,-1,,intravenous_infusion,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
372,methotrexate,-1,,oral,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
373,methotrexate,-1,,oral,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
374,methotrexate,-1,,intramuscular,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
375,methotrexate,-1,,oral,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
376,methotrexate,-1,,subcutaneous,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
377,methotrexate,-1,,,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
378,methotrexate,-1,,,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
379,methotrexate,-1,,oral,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
380,methotrexate,-1,,intravenous,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
381,methotrexate,-1,,intravenous_infusion,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
382,methotrexate,-1,,subcutaneous,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
383,methotrexate,-1,,,16.25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
384,methotrexate,-1,,subcutaneous,16.25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
385,methotrexate,-1,,,17,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
386,methotrexate,-1,,oral,17,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
387,methotrexate,-1,,intramuscular,17.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
388,methotrexate,-1,,,17.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
389,methotrexate,-1,,oral,17.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
390,methotrexate,-1,,subcutaneous,17.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
391,methotrexate,-1,,,18.75,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
392,methotrexate,-1,,,2,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
393,methotrexate,-1,,intramuscular,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
394,methotrexate,-1,,subcutaneous,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
395,methotrexate,-1,,,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
396,methotrexate,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
397,methotrexate,-1,,buccal,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
398,methotrexate,-1,,subcutaneous,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
399,methotrexate,-1,,transcutaneous,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
400,methotrexate,-1,,intramuscular,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
401,methotrexate,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
402,methotrexate,-1,,intravenous_infusion,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
403,methotrexate,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
404,methotrexate,-1,,,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
405,methotrexate,-1,,,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
406,methotrexate,-1,,subcutaneous,20,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
407,methotrexate,-1,,subcutaneous,22,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
408,methotrexate,-1,,subcutaneous,22.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
409,methotrexate,-1,,,22.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
410,methotrexate,-1,,oral,22.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
411,methotrexate,-1,,,2.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
412,methotrexate,-1,,,2.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
413,methotrexate,-1,,oral,2.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
414,methotrexate,-1,,oral,2.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
415,methotrexate,-1,,,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
416,methotrexate,-1,,oral,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
417,methotrexate,-1,,,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
418,methotrexate,-1,,intramuscular,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
419,methotrexate,-1,,subcutaneous,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
420,methotrexate,-1,,subcutaneous,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
421,methotrexate,-1,,,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
422,methotrexate,-1,,intravenous,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
423,methotrexate,-1,,subcutaneous,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
424,methotrexate,-1,,oral,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
425,methotrexate,-1,,,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
426,methotrexate,-1,,intramuscular,25,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
427,methotrexate,-1,,,27.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
428,methotrexate,-1,,oral,3,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
429,methotrexate,-1,,,30,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
430,methotrexate,-1,,subcutaneous,30,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
431,methotrexate,-1,,subcutaneous,30,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
432,methotrexate,-1,,oral,30,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
433,methotrexate,-1,,,30,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
434,methotrexate,-1,,,32.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
435,methotrexate,-1,,,35,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
436,methotrexate,-1,,,4,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
437,methotrexate,-1,,,40,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
438,methotrexate,-1,,,40,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
439,methotrexate,-1,,oral,40,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
440,methotrexate,-1,,,5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
441,methotrexate,-1,,subcutaneous,5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
442,methotrexate,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
443,methotrexate,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
444,methotrexate,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
445,methotrexate,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
446,methotrexate,-1,,,5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
447,methotrexate,-1,,subcutaneous,5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
448,methotrexate,-1,,,50,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
449,methotrexate,-1,,,6,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
450,methotrexate,-1,,subcutaneous,6,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
451,methotrexate,-1,,buccal,7,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
452,methotrexate,-1,,,70,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
453,methotrexate,-1,,intramuscular,7.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
454,methotrexate,-1,,oral,7.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
455,methotrexate,-1,,,7.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
456,methotrexate,-1,,oral,7.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
457,methotrexate,-1,,subcutaneous,7.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
458,methotrexate,-1,,,8,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
459,methotrexate,-1,,,8,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
460,methotrexate,-1,,subcutaneous,8,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
461,methotrexate,-1,,oral,8,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
462,methotrexate,-1,,subcutaneous,8.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
463,methotrexate,-1,,,85,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
464,methotrexate,-1,,,8.75,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
465,methotrexate,-1,,,95,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
466,methotrexate,-1,,oral,,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
467,methotrexate,-1,,subcutaneous,,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
468,methotrexate,-1,,,,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
469,methotrexate,-1,,subcutaneous,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
470,methotrexate,-1,,subcutaneous,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
471,methotrexate,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
472,methotrexate,-1,,,12.5,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
473,methotrexate,-1,,,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
474,methotrexate,-1,,subcutaneous,15,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
